name,prompt,negative_prompt
MoodPixel (Base - Anime),"anime style, beautiful detailed anime illustration, candid, cinematic lighting, absurdres, masterpiece, best quality, ultra-detailed, intricate details, vibrant anime colors, depth of field, expressive anime eyes, smooth flawless skin, sharp lineart, highly detailed background, {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, octane render, cinema 4d, unreal engine, plastic skin, doll-like, pores, skin texture, realistic lighting, depth of field realism, ((female, women, girl, pussy, vagina, boobs, heterosexual couple:2.5)), poorly detailed, wide shot, long shot, distant subjects, dress, extra limbs, cropped, blurry, hazy, high contrast, cel shading issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, blurry outlines, jagged lines, inconsistent lineart, flat colors, low detail background, awkward proportions, generic anime style,"
MoodPixel (Gay Couple - Realistic),"candid photography, cinematic lighting, photorealistic, colorful, absurdres, masterpiece, ultra photorealistic, ultra-detailed, realistic skin texture and pores, natural skin, highly detailed, high res, vivid natural colors, depth of field, sharp focus, correct anatomy, natural anatomy, detailed faces and hands with realistic expressions, detailed realistic background, height difference, size difference, different builds, cozy gay couple, different casual clothing, handsome good looking men, perfect detailed eyes, different hairstyles, short hair, two young asian men, gay couple, early 20s, dynamic romantic pose, (2boys, short male hair, two young asian men, gay couple, early 20s, dynamic pose:1.8), {prompt}","(anime, manga, cartoon, illustration, sketch, drawing, painting, 2d, cel shaded, lineart, flat colors, vibrant anime colors, expressive anime eyes, sharp lineart, chibi, deformed anime proportions, ((female, women, girl, pussy, vagina, boobs, breast, heterosexual couple:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress, extra limbs, cropped, blurry, hazy, high contrast issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, plastic skin, doll, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, 3d render, cgi, octane render, unreal engine, painting style, oil painting, low detail, amateur art, uncanny valley, waxy skin, mannequin,"
MoodPixel (Gay Couple - Anime),"anime style, beautiful detailed anime illustration, colorful, cinematic lighting, candid shot, absurdres, masterpiece, best quality, ultra-detailed, vibrant anime colors, depth of field, expressive anime eyes, sharp lineart, smooth flawless skin, intricate details, highly detailed background, height difference, size difference, different boys, cozy gay couple, different clothing styles, good looking young men, perfect detailed eyes, different hairstyles, natural anatomy, detailed faces and hands, (2boys, short male hair, two young asian men, gay couple, early 20s, dynamic pose:1.8), {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, octane render, plastic skin, doll-like, pores, realistic lighting, depth of field realism, ((female, women, girl, pussy, vagina, boobs, breast, heterosexual couple:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress, extra limbs, cropped, blurry, hazy, high contrast, cel shading issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, blurry outlines, jagged lines, inconsistent lineart, flat colors, low detail background, awkward proportions, generic anime style, realistic photo"
MoodPixel (Gay Couple - Suggetive - Realistic),"candid photography, cinematic lighting, photorealistic, colorful, absurdres, masterpiece, ultra photorealistic, ultra-detailed, vivid natural colors, high saturation, depth of field, sharp focus, detailed cozy indoor background, ((2boys:2.5)), (height difference:1.2), (size difference:1.15), two different young East Asian men, early 20s, different short hairstyles, different clothing styles partially removed or rumpled, handsome attractive men, perfect detailed eyes, erotic atmosphere, sexually suggestive, passionate french kiss, sensual pleasure, grabbing ass firmly, hands touching crotch over fabric, prominent bulge, dry humping, pants pulled down to thighs with underwear still on, underwear pulled down or aside teasingly, unzipping fly, hands inside pants, intimate close embrace, (explicit rating, nsfw, genital covered no visible penis:1.2), {prompt}","(anime, manga, cartoon, illustration, sketch, drawing, painting, 2d, cel shaded, lineart, flat colors, vibrant anime colors, expressive anime eyes, sharp lineart, chibi, deformed anime proportions, ((female, women, girl, pussy, vagina, breasts, heterosexual couple:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress, extra limbs, cropped, blurry, hazy, high contrast issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, plastic skin, doll, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, ugly penis, deformed penis, misaligned penis, extra penis, bad penis anatomy, visible penis, exposed genitals, penetration, vaginal, anal, full explicit nudity, uncensored genitals, visible erection uncovered, pubic hair detailed explicit, hardcore porn, graphic sex acts, fluids visible dripping, 3d render artifacts, cgi uncanny, painting style bleed, low detail skin, amateur photo, overfiltered,"
MoodPixel (Gay Couple - Suggetive - Anime),"anime style, beautiful detailed anime illustration, colorful, cinematic lighting, candid intimate shot, absurdres, masterpiece, best quality, ultra-detailed, vibrant anime colors, depth of field, expressive anime eyes, sharp clean lineart, smooth flawless skin, intricate sensual details, highly detailed cozy indoor background, ((2boys:2.5)), (height difference:1.2), (size difference:1.15), two different young East Asian men, early 20s, different short hairstyles, different clothing styles partially removed or disheveled, handsome good looking, perfect sparkling eyes, erotic tension, sexually suggestive, passionate french kiss, sensual pleasure, grabbing ass, hands teasing crotch area, visible bulge, dry humping through clothes, pants pulled down to thighs but underwear covering, underwear pulled aside teasingly, unzipping fly slowly, hands inside pants exploring, intimate close embrace, (explicit rating, nsfw, suggestive but no visible genitals:1.2), {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, plastic skin, doll-like, pores visible, realistic lighting overkill, ((female, women, girl, pussy, vagina, breasts, heterosexual couple:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress, extra limbs, cropped, blurry, hazy, high contrast issues, cel shading errors, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, ugly penis, deformed penis, misaligned penis, extra penis, bad penis anatomy, visible penis, exposed genitals, penetration, vaginal, anal, full nudity explicit, uncensored genitals, visible erection uncovered, underage, immature, shota, childlike, censored, bar censor, mosaic censoring, bad tongue, deformed tongue, ugly tongue, misaligned tongue, extra tongue, fused tongue, poorly drawn tongue, tongue out weird, bad mouth details, crooked tongue, visible pubic hair explicit, hardcore porn, graphic sex, fluids dripping visible,"
MoodPixel (Gay Couple - Hardcore - Anime),"anime style, hentai illustration, masterpiece, best quality, absurdres, ultra-detailed, vibrant colors, cinematic lighting, depth of field, expressive eyes, sharp lineart, smooth skin, intricate erotic details, highly detailed cozy indoor bedroom background, ((2boys:2.5)), (height difference:1.3), (size difference:1.2), two different young East Asian men, early 20s, different short hairstyles, different clothing torn off or pushed aside, handsome aroused faces, perfect detailed eyes with lust, erotic hardcore porn, sexually explicit, passionate deep french kiss, intense pleasure, one man topping the other, anal penetration, thick veiny cock deep inside tight ass, visible erection, balls slapping, precum dripping, cum overflowing, anal creampie, sweat glistening, grabbing ass cheeks spreading, hands stroking cock, blowjob elements, rimming if in pose, dynamic sex poses like doggy missionary reverse cowgirl, moaning open mouths, tongue out, ahegao faces optional, detailed genitals penis anus testicles, cum on body face abs, fluids realistic physics, (explicit nsfw porn, hardcore gay sex, visible penetration:1.4), {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, plastic skin, doll-like, pores overkill, ((female, women, girl, pussy, vagina, breasts, breasts, heterosexual couple, hetero sex:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress, extra limbs, cropped, blurry, hazy, high contrast issues, cel shading errors, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, ugly penis, deformed penis, misaligned penis, extra penis, bad penis anatomy, small penis, micropenis, veiny issues, deformed testicles, bad balls, deformed anus, gaping unrealistic, no penetration visible needed, censored, bar censor, mosaic censoring, bad cum physics, floating cum, bad fluids, extra arms during sex, mutated genitals, poorly drawn erection, limp dick, bad foreskin, ugly ejaculation, childlike, shota, underage, immature, bad tongue, deformed tongue, ugly tongue, bad mouth details, crooked tongue, low detail genitals, amateur hentai style, generic yaoi,"
MoodPixel (Gay Couple - Hardcore - Realistic),"candid phone camera shot, amateur explicit photography, natural indoor lighting, photorealistic, ultra detailed, realistic skin texture with pores and sweat, highly detailed faces and bodies, vivid natural colors, depth of field with slight blur, cozy indoor bedroom background, ((2boys:2.5)), (height difference:1.3), (size difference:1.2), two different young East Asian men in their early 20s, different short hairstyles, handsome aroused faces with eyes full of lust, passionate deep french kiss, intense intimate moment, one man on top of the other in a heated embrace, clothing partially removed or torn aside, dynamic intimate poses, moaning expressions with open mouths, sweat beads on skin, grabbing and holding each other closely, (intimate gay scene, clothed or semi-clothed sex:1.3), {prompt}","clear skin, flawless skin, smooth skin, perfect complexion, no blemishes, airbrushed skin, makeup, retouched face, clean face, no acne, no pimples, porcelain skin, muscular, fit, healthy, no dirt, no mud, no scars, no pimples, no under-eye circles, tongue out, hygenic, perfect teeth, white teeth, straight teeth, aligned smile, clean teeth, pearly whites, no cavities, healthy gums, dental hygiene, symmetrical teeth, Hollywood smile, emale, women, girl, pussy, vagina, boobs, heterosexual couple, wide shot, long shot, ethical, distant subjects,"
MoodPixel (Solo Male - Editorial - Realistic),"candid high-fashion editorial photography, cinematic professional lighting, photorealistic, absurdres, masterpiece, ultra photorealistic, ultra-detailed, realistic skin texture pores sweat sheen, highly detailed face body muscles, vivid natural colors high contrast, depth of field sharp focus, detailed modern studio or urban fashion background, solo male, young East Asian man, early 20s, handsome male model, perfect detailed eyes with intense seductive look, confident powerful pose, suggestive editorial fashion, partially unbuttoned luxury shirt exposing toned chest abs and happy trail, low-rise trousers slipping down hips, tight fitted underwear or briefs creating visible bulge outline, fabric stretched over crotch, hand adjusting waistband teasingly, wet fabric clinging to skin optional, sensual erotic atmosphere without explicit nudity, high-end fashion magazine cover vibe, dramatic rim lighting sculpting body, detailed realistic clothing textures leather wool silk denim, no visible penis genitals, suggestive classy tension, (nsfw suggestive, prominent bulge through clothing:1.2), {prompt}","(anime, manga, cartoon, illustration, sketch, drawing, painting, 2d, cel shaded, lineart, flat colors, vibrant anime colors, expressive anime eyes, sharp lineart, chibi, ((female, women, girl, pussy, vagina, breasts, heterosexual elements)), wide shot, long shot, distant subjects, extra limbs, cropped, blurry, hazy, high contrast issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, plastic skin, doll, waxy skin, mannequin, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, visible penis, exposed genitals, full explicit nudity, hardcore porn, uncensored erection, visible shaft glans, deformed bulge, bad crotch anatomy, low fashion aesthetic, casual ugly clothes, amateur photography, overfiltered skin, uncanny valley,"
MoodPixel (Solo Male - Editorial - Anime),"anime style, beautiful detailed anime illustration, high fashion editorial, cinematic lighting, dramatic shadows, absurdres, masterpiece, best quality, ultra-detailed, vibrant yet sophisticated colors, depth of field, expressive intense eyes, sharp clean lineart, flawless smooth skin, intricate fabric details, highly detailed urban/studio fashion background, solo male, young East Asian man, early 20s, handsome model face, perfect detailed eyes with seductive gaze, confident pose, suggestive fashion pose, partially unbuttoned designer shirt revealing toned chest and abs, low-slung pants showing v-line and happy trail, tight underwear or briefs visible outline, prominent bulge through fabric, teasing waistband pull, wet shirt clinging to body optional, sensual erotic tension, editorial magazine vibe, high-end fashion photoshoot aesthetic, dynamic lighting highlights muscles and contours, detailed clothing textures silk leather denim, no visible penis, suggestive but classy, (nsfw suggestive, bulge emphasis:1.2), {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, plastic skin, doll-like, visible pores overkill, ((female, women, girl, pussy, vagina, breasts, heterosexual elements)), wide shot, long shot, distant subjects, extra limbs, cropped, blurry, hazy, high contrast issues, cel shading errors, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, visible penis, exposed genitals, full nudity, hardcore porn, explicit erection, uncensored crotch, bad bulge rendering, deformed crotch area, low fashion quality, casual streetwear only, amateur pose, generic anime boy,"
MoodPixel (Solo Male - Nude - Realistic),"high-fashion editorial photography, professional cinematic lighting, photorealistic, absurdres, masterpiece, ultra photorealistic, ultra-detailed, realistic skin texture pores subtle sweat sheen veins, highly detailed face body muscles genitals, vivid natural colors high contrast, depth of field sharp focus bokeh background, detailed luxury studio or upscale bedroom setting, solo male, young East Asian man, early 20s, handsome male model, perfect detailed eyes with intense aroused seductive look, confident dominant pose, partially clothed nude editorial, luxury shirt unbuttoned fully open hanging off shoulders exposing toned chest abs happy trail, tie loosely undone, blazer or jacket slipping down arms, tailored pants pulled down to thighs or knees revealing large thick erect penis, detailed realistic cock veins shaft glans foreskin circumcision optional, heavy testicles hanging, trimmed pubic hair, sensual erotic atmosphere, high-end NSFW fashion magazine aesthetic, dramatic rim and key lighting highlighting body contours and genitals, detailed realistic clothing textures premium fabrics against bare skin, large penis prominently displayed artistic, aroused expression but classy composure, (nsfw, explicit nudity below waist, large penis visible no censorship:1.3), {prompt}","(anime, manga, cartoon, illustration, sketch, drawing, painting, 2d, cel shaded, lineart, flat colors, vibrant anime colors, expressive anime eyes, sharp lineart, chibi, ((female, women, girl, pussy, vagina, breasts, hetero elements)), wide shot, long shot, distant subjects, extra limbs, cropped, blurry, hazy, high contrast issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, plastic skin, doll, waxy skin, mannequin, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, small penis, micropenis, deformed penis, misaligned penis, extra penis, bad penis anatomy, ugly erection, limp penis, bad foreskin detail, deformed testicles, bad balls, deformed anus, unrealistic veins, low detail genitals, visible cum without prompt, hardcore porn action, handjob, masturbation, ejaculation ropes, fluids splatter, casual street clothes, amateur photography, overfiltered skin, uncanny valley genitals, low fashion aesthetic,"
MoodPixel (Solo Male - Nude - Anime),"anime style, beautiful detailed anime illustration, high fashion erotic editorial, cinematic dramatic lighting, deep shadows rim light, absurdres, masterpiece, best quality, ultra-detailed, vibrant sophisticated colors, depth of field, expressive intense lustful eyes, sharp clean lineart, flawless smooth skin with subtle sheen, intricate fabric and skin details, highly detailed modern studio or luxury bedroom background, solo male, young East Asian man, early 20s, handsome model face, perfect detailed eyes with seductive aroused gaze, confident powerful pose, partially clothed nude fashion, designer shirt unbuttoned open hanging off shoulders revealing toned chest abs pecs, tie loose around neck, luxury jacket draped on arms, pants pulled down to mid-thighs or ankles exposing large thick penis, erect large cock detailed veins glans foreskin, prominent testicles, happy trail leading down, low body hair trimmed, sensual erotic tension, high-end NSFW fashion photoshoot aesthetic, dramatic lighting sculpting muscles and genitals, detailed clothing textures silk wool leather mixed with bare skin, large penis focus artistic, aroused but classy pose, (nsfw, explicit nudity below waist, large penis visible:1.3), {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, plastic skin, doll-like, over-detailed pores, ((female, women, girl, pussy, vagina, breasts, hetero elements)), wide shot, long shot, distant subjects, extra limbs, cropped, blurry, hazy, high contrast errors, cel shading mistakes, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, small penis, micropenis, deformed penis, misaligned penis, extra penis, bad penis anatomy, ugly erection, limp dick, bad foreskin, deformed testicles, bad balls, deformed anus, low detail genitals, visible cum without prompt, hardcore porn action, hand on penis, stroking, ejaculation, fluids dripping, casual ugly clothes, amateur pose, generic anime boy, low fashion quality,"
MoodPixel (Gay Couple - interspecies - Realistic),"candid fantasy photography, cinematic dramatic lighting with magical glow, photorealistic, colorful ethereal atmosphere, absurdres, masterpiece, ultra photorealistic, ultra-detailed, realistic skin texture pores subtle fantasy sheen scales fur, natural skin variations, highly detailed faces bodies expressions, high res, vivid natural colors with fantasy hues, depth of field sharp focus bokeh magical particles, correct anatomy natural poses, detailed realistic fantasy background enchanted forest ancient ruins dragon hoard moonlit castle cozy cabin, height difference size difference different builds species contrast, cozy gay interspecies couple, different casual fantasy clothing leather armor robes cloaks partially open, handsome good looking young human man and fantasy partner, perfect detailed eyes with romantic spark, different hairstyles short human hair exotic species features, young East Asian human male early 20s handsome model face, dynamic romantic intimate pose embracing holding hands kissing forehead gentle touch, ((2boys, gay couple interspecies, young human male and {species description}:1.8)), (height difference:1.3), (size difference:1.2), romantic fantasy couple vibe, detailed hands faces expressions affection, no females no hetero, {prompt}","(anime, manga, cartoon, illustration, sketch, drawing, painting, 2d, cel shaded, lineart, flat colors, vibrant anime colors, expressive anime eyes, sharp lineart, chibi, deformed anime proportions, ((female, women, girl, pussy, vagina, boobs, breast, heterosexual couple, hetero romance:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress on males, extra limbs, cropped, blurry, hazy, high contrast issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, plastic skin, doll, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, 3d render artifacts, cgi octane render unreal engine, painting style bleed, oil painting texture, low detail fantasy elements, amateur art, uncanny valley, waxy skin, mannequin, deformed fantasy features broken horns extra tails fused species traits, mismatched anatomy human-creature, blurry magical effects, generic fantasy stock art"
MoodPixel (Gay Couple - interspecies - Anime),"anime fantasy style, beautiful detailed fantasy illustration, cinematic magical lighting, colorful ethereal glow, absurdres, masterpiece, best quality, ultra-detailed, vibrant fantasy colors, depth of field, expressive sparkling eyes, sharp clean lineart, smooth flawless skin with fantasy textures scales fur, intricate details magical effects, highly detailed enchanted fantasy background glowing forest crystal cave starry night sky cozy tavern, height difference size difference species contrast, cozy gay interspecies couple, different fantasy clothing adventurer robes armor cloaks disheveled romantically, handsome young human man and fantasy being, perfect detailed eyes full of love, short human hair exotic species features, young East Asian human male early 20s attractive face, dynamic romantic pose embracing kissing cuddling, ((2boys, gay couple interspecies, young human male and {species description}:1.8)), (height difference:1.3), (size difference:1.2), romantic fantasy anime couple aesthetic, detailed affectionate expressions hands, no females no hetero, {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, octane render, cinema 4d, unreal engine, plastic skin, doll-like, realistic pores skin texture overkill, realistic lighting depth of field realism, ((female, women, girl, pussy, vagina, boobs, breast, heterosexual couple, hetero romance:2)), poorly detailed, wide shot, long shot, ethical, distant subjects, dress on males, extra limbs, cropped, blurry, hazy, high contrast issues, cel shading errors, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, blurry outlines, jagged lines, inconsistent lineart, flat colors, low detail background, awkward proportions, deformed fantasy features, broken horns, extra tails, fused wings, mismatched species anatomy, human-creature fusion errors, deformed fur scales feathers, blurry magical effects glow particles, low detail magic aura, generic fantasy stock art, amateur anime style, chibi proportions, super deformed, realistic photo bleed, uncanny valley fantasy, waxy skin, mannequin look, low fashion fantasy clothing,"
MoodPixel (Solo - FantasyMale - Realistic),"cinematic fantasy photography, dramatic epic lighting with magical glow rim light flares, photorealistic, colorful atmospheric tones, absurdres, masterpiece, ultra photorealistic, ultra-detailed, realistic skin texture pores sweat battle dirt, highly detailed face body muscles expressions, vivid natural colors with fantasy magic hues, depth of field sharp focus bokeh magical particles sparks embers, correct anatomy natural dynamic motion, detailed realistic fantasy background ancient ruins stormy battlefield enchanted forest moonlit castle battlefield debris, solo male fantasy race adventurer warrior, {race description}, young adult handsome rugged intense expression, powerful action pose, casting powerful spell hands glowing arcane energy runes floating around, wielding large weapon sword great axe warhammer staff bow nocked arrow, charging forward leaping striking defensive stance dodging blast, wind swept hair cape cloak motion, sweat beads scars battle wear, epic heroic fantasy scene, detailed realistic armor weapons textures metal scales leather fur cloth runes engravings, dramatic volumetric lighting god rays, (action fantasy pose, magic casting weapon holding:1.3), {prompt}","(anime, manga, cartoon, illustration, sketch, drawing, painting, 2d, cel shaded, lineart, flat colors, vibrant anime colors, expressive anime eyes, sharp lineart, chibi, deformed anime proportions, ((female, women, girl, breasts, hetero elements)), poorly detailed, wide shot, long shot, distant subjects, extra limbs, cropped, blurry, hazy, high contrast issues, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, plastic skin, doll, waxy skin, mannequin, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, deformed weapon sword staff axe bow broken blade dull metal, bad grip holding weapon awkward pose, deformed fantasy features broken horns extra tails fused wings mismatched race anatomy unrealistic scales fur, blurry magical effects glow particles runes floating wrong, low detail magic aura spells embers, static boring pose no motion, casual ugly clothes, amateur photography, overfiltered skin, uncanny valley fantasy features, low epic quality,"
MoodPixel (Solo - FantasyMale - Anime),"anime fantasy style, dynamic action illustration, cinematic dramatic lighting with magical effects sparks glows, colorful vibrant palette, absurdres, masterpiece, best quality, ultra-detailed, intricate details, expressive intense eyes glowing with power, sharp clean lineart, flawless dynamic anatomy, flowing hair cape robes in motion, highly detailed fantasy background ancient battlefield ruined temple enchanted forest glowing runes particles, solo male fantasy race warrior mage, {race description}, young adult handsome fierce expression, confident powerful action pose, casting spell hands channeling energy arcane symbols floating, wielding weapon sword staff axe bow drawn ready strike, dynamic combat stance leaping slashing charging dodging, wind effects motion blur trails, epic heroic atmosphere, detailed armor weapons textures leather metal scales fur cloth, dramatic shadows highlights, (action fantasy pose, magic casting weapon holding:1.3), {prompt}","(realistic, photorealistic, photo, live action, 3d render, cgi, plastic skin, doll-like, realistic pores overkill, ((female, women, girl, breasts, hetero elements)), wide shot, long shot, distant subjects, extra limbs, cropped, blurry, hazy, high contrast errors, cel shading mistakes, noise, grit, dull, washed out, low contrast, malformed, warped, deformed, text, watermark, patreon username, signature, low quality, jpeg artifacts, off-center, worst quality, missing limbs, deformed hands, bad anatomy, extra fingers, fused fingers, poorly drawn hands, mutated, ugly, disfigured, lowres, logo, overexposed, underexposed, bad lighting, child, old, fat, obese, deformed face, asymmetrical face, cross-eyed, bad proportions, long neck, blurry motion, static pose, deformed weapon sword staff axe bow broken blade, bad grip holding weapon wrong hand, deformed fantasy features broken horns extra tails fused wings mismatched race anatomy, blurry magical effects glow particles runes, low detail magic aura spells, awkward action stance stiff pose, generic fantasy stock art, amateur anime style, chibi proportions, super deformed, realistic photo bleed, uncanny valley fantasy, waxy skin, low fashion fantasy gear"
